Title,Author,Year,Longitude,Latitude,Pages,Num Pages,DOI,Volume,Issue,Publisher
"Benthic primary production budget of a Caribbean Reef Lagoon (Puerto Morelos, Mexico","Naumann, M.S., Jantzen, C., Haas, A.F., Iglesias-Prieto, R., Wild, C. ",2013,-86.875534,20.847808,,,10.1371/journal.pone.0082923.,8,12,Plos One 
High thermal tolerance of two Mediterranean cold-water coral species maintained in aquaria,"Naumann, M.S., Orejas, C., Ferrier-Pagès, C. ",2013,18.048011,34.553128,,749-754,10.1007/s00338-013-1011-7,32,3,Coral Reefs 
Foraging association of lionfish and moray eels in a Red Sea seagrass meadow. ,"Naumann, M., Wild, C. ",2013,38.512573,20.280232,,,10.1007/s00338-013-1079-0,32,4,Coral Reefs 
Spatial patterns of the Argentine hake Merluccius hubbsi and oceanographic processes in a semi-enclosed Patagonian ecosystem. ,"Ocampo Reinaldo, M., González, R., Williams, G., Storero, L.P., Romero, M.A., Narvarte, M., Gagliardini, D.A. ",2013,-64.526645,-41.628155,,394-406,10.1080/17451000.2012.739700,9,4,Marine Biology Research 
Onset of significant pelagic carbonate accumulation after the Carnian Pluvial Event (CPE) in the western Tethys. ,"Preto, N., Willems, H., Guaiumi, C., Westphal, H. ",2013,15.805604,40.640407,,891-914,10.1007/s10347-012-0338-9,59,4,Facies
The calcareous nannofossil Prinsiosphaera achieved rock-forming abundances in the latest Triassic of Western Tethys: consequences for the 13C of bulk carbonate,"Preto, N., Rigo, M., Agnini, C., Sprovieri,R., Westphal, H. ",2013,8.84598,53.106758,,7989-8025,10.5194/bgd-10-7989-2013,10,,Biogeoscienes Discuss 
On the optimization of hydrolysis conditions for simultaneous determination of amino acids and amino sugars in marine sediments,"Priotto, S., Lara, R.J. ",2013,8.84598,53.106758,,,10.4172/2324-8661.1000112,2,3, Journal of Marine Biology & Oceanography 
"Sources and degradation of sedimentary organic matter in coastal waters off the Brantas River estuary, Java, Indonesia. ","Propp, C., Jänen, I., Jennerjahn, T. ",2013,110.712246,-7.614529,,95-115,,10,1,"Asian Journal of Water, Environment and Pollution "
Millennium-scale records of benthic foraminiferal communities from the central Great Barrier Reef reveal spatial differences and temporal consistency. ,"Reymond, C.E., Roff, G., Chivas, A.R., Zhao, J., Pandolfi, J.M. ",2013,147.699192,-18.287067,,52-61,10.1016/j.palaeo.2013.01.001,374,,Palaeogeography
Seasonal and interannual variations of the nitrogen cycle in the Arabian Sea. ,"Rixen, T., Baum, A., Gaye, B., and Nagel, B",2013,64.33717,12.250151,,19541-19570,10.5194/bgd-10-19541-2013,10,,Biogeosciences Discuss 
"Coral reef degradation and metabolic performance of the scleractinian coral Porites lutea under anthropogenic impact along the NE coast of Hainan Island, South China Sea. ","Roder, C., Wu, Z., Richter, C., Zhang, J. ",2013,114.404754,15.488092,,123-131,10.1016/j.csr.2012.11.017,57,,Continental Shelf Research 
"Paleoecological evidence of a historical collapse of corals at Pelorus Island, inshore Great Barrier Reef, following European settlement","Roff, G., Clark, T.R., Reymond, C.E., Zhao, J., Feng, Y., McCook, L.J., Done, T.J., Pandolfi, J.M",2013,146.497199,-18.548566,,,10.1098/rspb.2012.2100,280,1750,Proceedings of the Royal Society 
Understanding the dynamics of an enclosed trawl demersal fishery in Patagonia (Argentina): a holistic approach combining multiple data sources. ,"Romero, M.A., Ocampo Reinaldo, M., Williams, G., Narvarte, M., Gagliardini, D.A., González, R",2013,146.497199,-18.548566,,73-82,10.1016/j.fishres.2012.12.002,140,,Fisheries Research 
"Spatial distribution and nutritional requirements of the endosymbiont-bearing bivalve Loripes lacteus (sensu Poli, 1791) in a Mediterranean Nanozostera noltii (Hornemann) meadow","Rossi, F., Colaoa,E., Martinez, M.J., Klein, J.C., Carcaillet, F., Callier, M.D., de Wita, R., Caroa, A",2013,-0.01068,43.32406,,108-115,10.1016/j.jembe.2012.12.010,440,,Journal of Experimental Marine Biology and Ecology 
Commons in a changing Europe (Editorial to the special feature). ,"Sandberg, A., Theesfeld, I., Schlüter, A., Penov, I., Dirimanova, V. ",2013,8.84598,53.106758,,1-6.,,7,1,International Journal of the Commons 
"Origem da materia organica sedimentar no delta-estuarino do Rio sao Francisco, AL/SE - Brasil. ","Santos, E.S., Jennerjahn, T., Leipe, T., Medeiros, P.R.P., Souza, W.F.L., Knoppers, B.A. ",2013,-122.419416,37.774929,,37-48. ,10.5327/Z0102-9800201300010004.,27,1,Geochimica Brasiliensis 
"Coral recruitment and potential recovery of eutrophied and blast fishing impacted reefs in Spermonde Archipelago, Indonesia","Sawall, Y., Jompa, J., Litaay, M., Maddusila, A., Richter, C. ",2013,106.840204,-6.224587,,374-382. ,10.1016/j.marpolbul.2013.06.022,74,,Marine Pollution Bulletin 
"Institutional change, sustainability and the sea","Schlüter, A., Wise, S., Schwerdtner Máñez, K., Weber de Morais, G., Glaser, M. ",2013,8.84598,53.106758,,5373-5390,10.3390/su5125373,5,12,Sustainability
Assessment of recreational fishery in the Galapagos Marine Reserve: failures and opportunities,"Schuhbauer, A., Koch, V. ",2013,-92.637619,16.737036,,103-110,10.1016/j.fishres.2013.01.012.,144,,Fisheries Research 
"First evidence of targeted moray eel fishing in the Spermonde Archipelago, Sulawesi, Indonesia","Schwerdtner Máñez, K., Husain, S. ",2013,120.5279,-1.8479,,4-7,,25,1,Traffic Bulletin 
The use of lipids and fatty acids to measure the trophic plasticity of the coral Stylophora subseriata. ,"Seemann, J., Sawall, Y., Auel, H., Richter, C. ",2013,119.114444,-4.875556,,275-286,10.1007/s11745-012-3747-1,48,3,Lipids
Carry-over effects of delayed larval metamorphosis on early juvenile performance in the mangrove crab Ucides cordatus (Ucididae). ,"Simith, D.J.B., Diele, K., Abrunhosa, F.A. ",2013,-51.92528,-14.235004,,61-68,10.1016/j.jembe.2012.11.017,440,,Journal of Experimental Marine Biology and Ecology 
Morphological and genetic analyses of xeniid soft coral diversity (Octocorallia; Alcyonacea). ,"Stemmer, K., Burghardt, I., Mayer, C., Reinicke, G.B., Wa_gele, H., Tollrian, R., Leese, F. ",2013,38.512573,20.280232,,135-150,10.1007/s13127-012-0119-x,13,2,Organisms Diversity and Evolution 
Increased physiological performance of the calcifying green macroalgal Halimeda opuntia in response to experimental nutrient enrichment on a Caribbean coral reef,"Teichberg, M., Fricke, A., Bischof, K. ",2013,-68.99002,12.16957,,25-33,10.1016/j.aquabot.2012.09.010,104,,Aquatic Botany 
Management hurdles in the sustainable Management of Corallium rubrum. ,"Tsounis, G., Rossi. S., Bramanti, L., Santangelo, G",2013,8.84598,53.106758,,361-364,10.1016/j.marpol.2012.12.010,39,,Marine Policy 
"Sources, transformation and fate of particulate amino acids and hexosamines under varying hydrological regimes in the tropical Wenchang/Wenjiao Rivers and Estuary, Hainan, China. ","Unger, D., Herbeck, L.S., Li, M., Bao, H., Wu, Y., Zhang, J., Jennerjahn, T. ",2013,114.404754,15.488092,,44-58,10.1016/j.csr.2012.02.014.,57,,Continental Shelf Research 
Microstructural evolution and nanoscale crystallography in scleractinian coral spherulites. ,"van de Locht, R., Verch, A., Saunders, S., Dissard, D., Rixen, T., Moya, A., Kröger, R. ",2013,8.84598,53.106758,,57-65,10.1016/j.jsb.2013.05.005,183,1,Journal of Structural Biology 
Influence of physical and biological processes on the seasonal cycle of biogenic flux in the equatorial Indian Ocean,"Vidya, P.S., Prasanna Kumar, S., Gauns, M., Verenkar, A., Unger, D., Ramaswamy, V. ",2013,81.826172,-33.137551,,2889-2936,10.5194/bgd-10-2889-2013,10,,Biogeosciences
"Do canopy disturbances drive forest plantations into more natural conditions? - A case study from Can Gio Biosphere Reserve, Vietnam","Vogt, J., Kautz, M., Fontalvo-Herazo, M.L., Walther, D., Diele, K., Tran, T., Saint-Paul, U., Berger, U. ",2013,106.629664,10.823099,,249-258,10.1016/j.gloplacha.2011.09.002,110,B,Global and Planetary Change 
"Attitudes and perceptions of villagers towards community-based mariculture in Minahasa, North Sulawesi, Indonesia. ","von Essen, L.M., Ferse, S.C.A, Glaser, M., Kunzmann, A. ",2013,123.975002,0.624693,,101-112,10.1016/j.ocecoaman.2012.12.012,73,,Ocean & Coastal Management 
Effect of active water movement on energy and nutrient acquisition in coral reef-associated benthic organisms,"Wild, C., Naumann, M.N. ",2013,38.820545,16.2584,,8767-8768,10.1073/pnas.1306839110,110,2,Proceedings of the National Academy of Sciences
Predation on coral settlers by the corallivorous fireworm Hermodice carunculata,"Wolf, A.T., Nugues. M.M. ",2013,-61.407672,10.693395,,227-231,10.1007/s00338-012-0969-x,32,,Coral Reefs 
Synergistic effects of algal overgrowth and corallivory on Caribbean reef-building corals,"Wolf, A.T., Nugues, M.M. ",2013,-68.99002,12.16957,,1667-1674,10.1890/12-0680.1,94,8,Ecology 
"Biogeochemical behavior of organic carbon in a small tropical river and estuary, Hainan, China","Wu, Y., Bao, H.-Y., Unger, D., Herbeck, L.S., Zhu, Z.-Y., Zhang, J., Jennerjahn, T.C. ",2013,109.949686,19.566395,,32-43,10.1016/j.csr.2012.07.017.,57,,Continental Shelf Research 
"Land-sea interactions at the East Coast of Hainan Island, South China Sea: a synthesis","Zhang, J., Wang, D.R., Jennerjahn, T., Dsikowitzky, L. ",2013,114.404754,15.488092,,132-142,10.1016/j.csr.2013.01.004,57,,Continental Shelf Research 
The evolution of legal instruments and the sustainability of the Peruvian anchovy fishery,"Arias-Schreiber, M. ",2012,-75.015152,-9.189967,,78-89,10.1016/j.marpol.2011.03.010,36,1,Marine Policy 
"Impact of the conversion of mangroves into aquaculture ponds on the sedimentary organic matter composition in a tidal flat estuary (Hainan Island, China). ","Bao, H., Wu, J., Unger, D., Herbeck, L.S., Du, J., Sun, Y., Zhang, J. ",2012,110.797759,19.543278,,,10.1016/j.csr.2012.06.016,,,Continental Shelf Research
Feeding habits of two pelagic fish Thunnus albacares and Acanthocybium solandri in the Galapagos Islands,"Baque-Menoscal, J., Paez-Rosas, D., Wolff, M. ",2012,-122.030796,36.974117,,1-11,10.4067/S0718-19572012000100001,47,1,Revista de Biologia Marina y Oceanografia 
Inorganic nutrient availability affects organic matter fluxes and metabolic activity in the soft coral genus Xenia,"Bednarz, V.N., Naumann, M.S., Niggl, W., Wild, C. ",2012,35.006321,29.532052,,3672-3679,10.1242/_jeb.072884,215,,The Journal of Experimental Biology
Human adaptive behavior in common pool resource systems. ,"Brandt, G., Merico, A., Vollan, B., Schlüter, A. ",2012,8.84598,53.106758,,,10.1371/journal.pone.0052763,7,12,Plos One 
"Distribution, abundance, reproduction and ageing of the common bobtail squid Sepietta oweniana (Sepiolidae, Cephalopoda) from the Portuguese Coast. ","Czudaj, S., Pereira, J., Moreno, A., Costa, A. M., Saint-Paul, U., Rosa, R. ",2012,-9.375483,39.36653,,74-86,10.1080/17451000.2011.594892,8,,Marine Biology Research 
An ecosystem-based approach and management framework for the integrated evaluation of bivalve aquaculture impacts. ,"Cranford, P.J., Kamermanns, P., Krause, G., Bodoy, A., Mazurié, J., Buck, B.H., Dolmer, P., Fraser, D., Gubbins, M., van Nieuwenhove, K., O'Beirn, F.X., Sanchez-Mata, A., Thorarinsdóttir, G.G., Strand, Ø. ",2012,8.84598,53.106758,,193-213. ,10.3354/aei00040,2,3,Aquaculture Environment Interactions 
Nursery habitat shifts in an estuarine ecosystem: patterns of use by sympatric catfish species,"Dantas, D.V., Barletta, M., Lima, A.R.A., Assis Almeida Ramos, J., da Costa, M.F., Saint-Paul, U. ",2012,-42.55096,-10.062644,,587-602,10.1007/s12237-011-9452-0,35,2,Estuaries and Coasts 
"Impact of typhoon disturbance on the diversity of key ecosystem engineers in a monoculture mangrove forest plantation, Can Gio Biosphere Reserve, Vietnam","Diele, K., Tran Ngoc, D.M., Geist, S.J., Meyer, F.W., Pham, Q.H., Saint-Paul, U., Tran, T., Berger, U. ",2012,106.629664,10.823099,,1-13,10.1016/j.gloplacha.2012.09.003.,,,Global and Planetary Change
What model suits ecosystem-based fisheries management? A plea for a structured modeling process. ,"Espinoza-Tenorio, A., Wolff, M., Taylor, M.H., Espejel, I",2012,8.84598,53.106758,,81-94,10.1007/s11160-011-9224-8,22,1,Reviews in Fish Biology and Fisheries 
"Material, social, and moral institutional consequences in natural resource management in southern Namibia. ","Falk, T., Vollan, B., Kirk, M. ",2012,18.49041,-22.95764,,271-301,,6,2,International Journal of the Commons 
Livelihoods of ornamental coral fishermen in South Sulawesi/Indonesia: implications for management,"Ferse, S.C.A., Knittweis, L., Krause, G., Maddusila, A., Glaser, M. ",2012,119.974053,-3.668799,,525-555,10.1080/08920753.2012.694801,40,5,Coastal Management 
"The relative role of nutrients, grazing, and predation as controls on macroalgal growth in a temperate estuary","Fox, S. E., Teichberg, M., Heffner, L., Valiela, I. ",2012,-70.522031,41.562553,,,10.1007/s12237-012-9519-6,,,Estuaries and Coasts
Modeling the dispersal of Cape hake ichthyoplankton,"Garavelli, L., Grüss, A., Grote, B., Chang, N., Smith, M., Verley, P., Stenevik, E. K., Kaplan, D. M., Lett, C. ",2012,15.163908,-26.642038,,655-669,10.1093/plankt/fbs039,,,Journal of Plankton Research
Occurrence of species-rich crab fauna in a human-impacted mangrove forest questions the application of community analysis as an environmental assessment tool,"Geist, S.J., Nordhaus, I., Hinrichs, S",2012,110.140259,-7.150975,,69-80,10.1016/j.ecss.2011.10.002.,96,,"Estuarine, Coastal and Shelf Science "
Measuring and understanding sustainability-enhancing processes in tropical coastal and marine social-ecological systems,"Glaser, M., Christie, P., Diele, K., Dsikowitzky, L., Ferse, S., Nordhaus, I., Schlüter, A., Schwerdtner Máñez, K., Wild, C. ",2012,8.84598,53.106758,,1-9,10.1016/j.cosust.2012.05.004,4,,Current Opinion in Environmental Sustainability 
Characteristics of survivors: growth and nutritional condition of early stages of the hake species Merluccius paradoxus and M. capensis in the southern Benguela ecosystem,"Grote, B., Ekau, W., Stenevik, E. K., Clemmesen, C., Verheye, H. M., Lipinski, M. R., Hagen, W. ",2012,22.937506,-30.559482,,553-562,10.1093/icesjms/fss020,69,4,ICES Journal of Marine Science 
"Spawning strategies and transport of early stages of the two Cape hake species, Merluccius paradoxus and M. capensis, in the southern Benguela upwelling system","Grote, B., Stenevik, E. K., Ekau, W., Verheye, H. M., Lipiski, M.R., Hagen, W. ",2012,22.937506,-30.559482,,195-204,10.2989/1814232X.2012.675040.,,,"African Journal of Marine Science, "
"Group Interaction, Heterogeneity, Rules, and Co-operative Behaviour:, Evidence from a Common-Pool Resource Experiment, in South Africa and Namibia","Hayo, B., Vollan, B. ",2012,18.49041,-22.95764,,9-28,10.1016/j.jebo.2011.09.002.,81,1,Journal of Economic Behavior and Organization 
"Post-glacial microbialite formation in coral reefs in the Pacific, Atlantic, and Indian Ocean","Heindel, K., Birgel, D., Brunner, B., Thiel, V., Westphal, H., Gischler, E., Ziegenbalg, S.B., Cabioch, G., Sjövall, P., Peckmann, J. ",2012,-149.426042,-17.65092,,117-130,10.1016/j.chemgeo.2012.02.009.,304,305,Chemical Geology 
"Risk, networks, and ecological explanations for the emergence of cooperation in commons governance","Henry, A., Vollan, B. ",2012,8.84598,53.106758,,130-147,,3,,"Rationality, Markets and Morals "
"Effluent, nutrient and organic matter export from shrimp and fish ponds causing eutrophication in coastal and back-reef waters of NE Hainan, tropical China","Herbeck, L.S., Unger, D., Wu, Y., Jennerjahn, T.C. ",2012,110.353992,19.677077,,,10.1016/j.csr.2012.05.006,46,,Continental Shelf Research
The low O2 avoidance strategy of the Cape silverside Atherina breviceps (Teleostei). ,"Herbert, N.A., Goodman, M., Kunzmann, A. ",2012,18.39645,-33.907498,,,10.1080/10236244.2012.716586,45,3,Marine and Freshwater Behaviour and Physiology 
Modelling coral polyp calcification in relation to ocean acidification,"Hohn, S., Merico, A. ",2012,8.84598,53.106758,,4441-4454,10.5194/bg-9-4441-2012,9,11,Biogeosciences 
Biogeochemical response of tropical coastal systems to present and past environmental change,"Jennerjahn, T.C. ",2012,100.619655,34.047863,,19-41,10.1016/j.earscirev.2012.04.005.,114,,Earth Science Reviews 
Vanishing wildlife corridors and options for restoration: A case study from Tanzania,"Jones, T., Bamford, A.J., Ferrol-Schulte, D., Hieronimo, P., McWilliam, N., Rovero, F. ",2012,34.888822,-6.369028,,463-474,,5,4,Tropical Conservation Science 
"Influence of fish meal reduction, algae addition, and enzyme use in shrimp feeds on the tissue composition of Litopenaeus vannamei. ","Kaspers, S., Kunzmann, A. ",2012,113.921327,-0.789275,,37-47,,7,1,Indonesian Aquaculture Journal 
Parasite communities and feeding ecology of the European sprat (Sprattus sprattus L.) over its range of distribution,"Kleinertz, S., Klimpel, S., Palm, H.W. ",2012,19.863281,58.487952,,,10.1007/s00436-011-2605-z,110,3,Parasitology Research 
"Exceptional lipid storage mode of the copepod Boeckella poopoensis in a pampean salt lake, Argentina","Kopprio, G. A. , Kattner, G., Graeve, M., Freije, R. H., Lara, R.J. ",2012,-65.190731,-29.988768,,275-281,10.3354/ab00432,15,3,Aquatic Biology 
Tide- and rainfall-induced variations of physical and chemical parameters in a mangrove-depleted estuary of East Hainan (South China Sea). ,"Krumme, U., Herbeck, L.S., Wang, T. ",2012,111.065758,19.627848,,,10.1016/j.marenvres.2012.09.002,,,Marine Environmental Research
"From food to feed: Assessment of the stationary lift net fishery of East Hainan, Northern South China Sea","Krumme, U., Wang, T.C., Wang, D.R. ",2012,114.404754,15.488092,,,10.1016/j.csr.2012.04.011,,,Continental Shelf Research
Simulations of long-term community dynamics in coral reef - How perturbations shape trajectories,"Kubicek, A., Muhando, C., Reuter, H. ",2012,39.36212,-6.13573,,,10.1371/journal.pcbi.1002791.,8,11,Plos Computational Biology 
"Seasonal trends and fish-habitat associations around Pari Island, Indonesia: setting a baseline for environmental monitoring","Madduppa, H.H., Ferse, S.C.A., Aktani, U., Palm, H.W. ",2012,106.586399,-5.907433,,,10.1007/s10641-012-0012-7,16,,Environmental Biology of Fishes 
"Flooding effects on phosphorus dynamics in an Amazonian mangrove forest, Northern Brazil","Mendoza, U., Cordeiro, C., Menezes, M., Lara, R.J. ",2012,-58.37169,-2.095318,,107-121,10.1007/s11104-011-1013-6,353,,Plant Soil 
"Biodiversity structure of an exceptionally-preserved Aquitanian bivalve assemblage (Meilhan, SW France). ","Michel, J., Doitteau, G., Hebib, A., Lozouet, P., Villier, L. ",2012,-0.705949,43.863948,,113-130,,265,,Neues Jahrbuch für Geologie und Paläontologie 
"Budget of coral-derived organic carbon in a fringing coral reef of the Gulf of Aqaba, Red Sea","Naumann, M., Richter, C., Motte, C., el-Zibdah, M., Manasrah, R., Wild, C. ",2012,34.729877,28.692926,,,10.1016/j.jmarsys.2012.05.007,,,Journal of Marine Systems
Occurrence and distribution of plankton-associated and free-living toxigenic Vibrio cholerae in a tropical estuary of a cholera endemic zone,"Neogi, S.B., Islam, M.I., Nair, G.B., Yamasaki, S., Lara, R.J. ",2012,91.812332,22.347537,,271-285,10.1007/s11273-012-9247-5,20,3,Wetlands Ecology and Management 
"First recording of kinorhynchs from Java, with the description of a new brackish water species from a mangrove-fringed lagoon","Ostmann, A., Nordhaus, I., Sørensen, M.V. ",2012,112.690024,-8.454861,,79-91,10.1007/s12526-011-0094-,42,2,Marine Biodiversity 
Deep-sea shrimps Aristaeomorpha foliacea and Pleoticus robustus (Crustacea: Penaeoidea) in the Colombian Caribbean Sea as a new potential fishing resource,"Paramo, J., Saint-Paul, U. ",2012,-74.967637,14.540111,,811-818,10.1017/S0025315411001202,92,4,Journal of the Marine Biological Association of the United Kingdom 
"Spatial structure of pink speckled deep-water shrimp (Penaeopsis serrata, Bate 1881) in the Colombian Caribbean Sea","Paramo, J., Saint-Paul, U. ",2012,-74.967637,14.540111,,103-116,10.1163/156854012X623665,85,1,Crustaceana 
Spatial structure of the Caribbean lobster (Metanephrops binghami) in the Colombian Caribbean Sea,"Paramo, J., Saint-Paul, U",2012,-74.967637,14.540111,,25-31,10.1007/s10152-011-0243-6,66,,Helgoland Marine Research 
Deep-sea fish assemblages in the Colombian Caribbean Sea. ,"Paramo, J., Wolff, M., Saint-Paul, U. ",2012,-74.967637,14.540111,,87-98,10.1016/j.fishres.2012.02.011,125,126,Fisheries Research 
Triassic and Jurassic calcareous nannofossils of the Pizzo Mondello section: A SEM study,"Preto, N., Rigo, M., Agnini, C., Bertinelli, A., Guaiumi, C., Borello, S., Westphal, H. ",2012,12.56738,41.87194,,131-141,,118,,Rivista Italiana di Paleontologia e Stratigrafia 
Onset of significant pelagic carbonate accumulation after the Carnian Pluvial Event (CPE) in the Western Tethys,"Preto, N., Willems, H., Guaiumi, C., Westphal, H. ",2012,15.781659,40.575448,,,10.1007/s10347-012-0338-9.,,,Facies
"Stratigraphy of the Carnian – Norian calcari con selce formation in the Legonegro basin, southern Apennines","Rigo, M., Preto, N., Franceschi, M., Guaiumi, C. ",2012,12.583641,43.272802,,143-154.,,118,1,Rivista Italiana Di Paleontologia E Stratigrafia 
"Impact of upwelling events on the sea water carbonate chemistry and dissolved oxygen concentration in the Gulf of Papagayo (Culebra Bay), Costa Rica: Implications for coral reefs. ","Rixen, T., Jiménez, C., Cortés, J. ",2012,-83.753428,9.748917,,187-195,,60,2,Revista de Biología Tropical 
"Coral reef degradation and metabolic performance of the scleractinian coral Porites lutea under anthropogenic impact along the NE coast of Hainan Island, South China Sea","Roder, C., Wuc, Z., Richter, C., Zhang, J. ",2012,114.404754,15.488092,,,10.1016/j.csr.2012.11.017,,,Continental Shelf Research
"Palaeoecological evidence of a historical collapse of corals at Pelorus Island, inshore Great Barrier Reef, following European settlement","Roff, G., Clark, T. R., Reymond, C.E., Zhao, J., Feng, Y., McCook, L.J., Done, T.J., Pandolfi, J.M. ",2012,146.497199,-18.548566,,,10.1098/rspb.2012.2100,,,Proceedings of the Royal Society 
"Effects of eutrophication, seasonality and macrofouling on the diversity of bacterial biofilms in equatorial coral reefs","Sawall, Y., Richter, C., Ramette, A. ",2012,120.5279,-1.8479,,,10.1371/journal.pone.0039951,7,7,Plos One 
"Sponge Farming Trials: Survival, Attachment, and Growth of Two Indo-Pacific Sponges, Neopetrosia sp. and Stylissa massa. ","Schiefenhövel, K., Kunzmann, A. ",2012,106.618078,-5.85753,,,10.1155/2012/417360,,,Journal of Marine Biology 
The SES framework in a marine setting: Methodological lessons,"Schlüter, A., Madrigal, R",2012,-83.753428,9.748917,,148-167,,3,,"Rationality, Markets and Morals "
Effects of geophysical cycles on the rhythm of mass mate searching of a harvested mangrove crab,"Schmidt, A.J., Bemvenuti, C.A., Diele, K. ",2012,-42.55096,-10.062644,,333-340,10.1016/j.anbehav.2012.04.023,84,2,Animal Behaviour 
Spatial scales of bacterial diversity in cold-water coral reef ecosystem,"Schöttner, S., Wild, C., Hoffmann, F., Boetius, A., Ramette, A. ",2012,-80.268345,27.10174,,,10.1371/journal.pone.0032093,7,3,Plos One 
"Water scarcity in the Spermonde Archipelago, Sulawesi, Indonesia: past, present and future","Schwerdtner Mánez, K., Husain, S., Ferse, S.C.A., Máñez Costa, M",2012,120.5279,-1.8479,,74-84,10.1016/j.envsci.2012.07.004,23,,Environmental Science and Policy 
 Influence of salinity on the larval development of the fiddler crab Uca vocator (Ocypodidae) as an indicator of ontogenetic migration towards offshore waters,"Simith, D.J.B., de Souza, A. S., Maciel, C. R., Abrunhosa, F. A., Diele, K",2012,-58.37169,-2.095318,,77-85,10.1007/s10152-011-0249-0,66,1,Helgoland Marine Research 
The relation between institutional and cultural factors in economic development: the case of Indonesia,"Spranz, R., Lenger, A., Goldschmidt, N",2012,113.921327,-0.789275,,459-488,10.1017/S1744137412000124,8,,Journal of Institutional Economics 
Morphological and genetic analyses of xeniid soft coral diversity (Octocorallia; Alcyonacea). ,"Stemmer, K., Burghardt, I., Mayer, C., Reinicke, G. B., Wägele, H., Tollrian, R., Leese, F. ",2012,-156.034377,19.715187,,,10.1007/s13127-012-0119-x,,,"Organisms, Diversity and Evolution. "
Assessing subsidence rates and paleo water-depths for Tahiti reefs using U-Th chronology of altered corals. ,"Thomas, A.L., Fujita, K., Iryu, Y., Bard, E., Cabioch, G., Camoin, G., Cole, J.E., Deschamps, P., Thouveny, N., Tudhope, A.W., Webster, J., Westphal, H., Yokoyama, Y. ",2012,-149.426042,-17.65092,,86-94,10.1016/j.margeo.2011.12.006.,295,298,Marine Geology 
"Sources, transformation and fate of particulate aminoacids and hexosamines under varying hydrological regimes in the tropical Wenchang/ Wenjiao Rivers and Estuary, Hainan, China. ","Unger, D., Herbeck, L.S., Li, M., Bao, H., Wu, Y., Zhang, J., Jennerjahn, T. ",2012,109.949686,19.566395,,44-58,10.1016/j.csr.2012.02.014,47,,Continental Shelf Research 
Pitfalls of externally initiated collective action: a case study from South Africa,"Vollan, B. ",2012,22.937506,-30.559482,,758-770,10.1016/j.worlddev.2011.09.016,40,4,World Development 
Weird reciprocity? A 'within-culture across-country' trust experiment and methodological implications. ,"Vollan, B",2012,22.937506,-30.559482,,371-397,10.1017/S1744137412000033,8,3,Journal of Institutional Economics 
In situ oxygen dynamics in coral-algal interactions,"Wangpraseurt, D., Weber, M., Røy, H., Polerecky, L., de Beer, D., Suharsono, Nugues, M.M",2012,118.427813,2.23688,,,10.1371/journal.pone.0031192,7,2,Plos One 
Decentralization and participation in integrated coastal management: Policy lessons from Brazil and Indonesia,"Wever, L., Glaser, M., Gorris, P., Ferrol-Schulte, D. ",2012,113.921327,-0.789275,,63-72,10.1016/j.ocecoaman.2012.05.001,66,,Ocean and Coastal Management 
Effect of water currents on organic matter release by two scleractinian corals. ,"Wild, C., Laforsch, C., Mayr, C., Fuß, R., Niggl, W. ",2012,11.582443,48.150942,,335-341,10.1007/s10452-012-9404-1,46,3,Aquatic Ecology 
Interactive climate change and runoff effects alter O2 fluxes and bacterial community composition of coastal biofilms from the Great Barrier Reef,"Witt, V., Wild, C., Uthicke, S. ",2012,8.84598,53.106758,,117-131,10.3354/ame01562,66,,Aquatic Microbial Ecology 
Terrestrial runoff controls the bacterial community composition of biofilms along a water quality gradient in the Great Barrier Reef,"Witt, V., Wild, C., Uthicke, S",2012,8.84598,53.106758,,7786-7791,10.1128/AEM.01623-12,78,21,Applied and Environmental Microbiology 
El Niño induced changes to the Bolivar Channel ecosystem (Galapagos): comparing model simulations with historical biomass time series. ,"Wolff, M., Ruiz, D. J., Taylor, M. ",2012,8.84598,53.106758,,7-22,10.3354/meps09542,448,,Marine Ecology Progress Series 
A revised strategy for the monitoring and management of the Galapagos Sea cucumber Isostichopus fuscus (Aspidochirotida: Stichopodidae). ,"Wolff, M., Schuhbauer, A., Castrejon, M. ",2012,8.84598,53.106758,,539-551,,60,2,Revista de Biologia Tropical 
Atlas of modern dinoflagellate cyst distribution based on 2405 datapoints,"Zonneveld, K. A. F., Marret, F., Versteegh, G. J. M., Bogus, K., Bonnet, S., Bouimetarhan, I., Crouch, E., de Vernal, A., Elshanawany",2012,8.84598,53.106758,,1-197,10.1016/j.revpalbo.2012.08.003,191,,Review of Palaeobotany and Palynology 
A modeling assessment of geneflow in smallholder agriculture in West Africa. ,"Aheto, D. W., Reuter, H., Breckling, B. ",2011,-0.186964,5.603717,,9,10.1186/2190-4715-23-9,23,1,Environmental Sciences Europe 
Preface: Up-scaling ecological effects of genetically modified plants in agriculture,"Breckling, B., Reuter, H. eds. ",2011,8.84598,53.106758,,935,10.1016/j.ecolind.2009.03.001,11,4,Ecological Indicators 
Risk indication of genetically modified organisms (GMO): modelling environmental exposure and dispersal across different scales oilseed rape in Northern Germany as an integrated case study,"Breckling, B., Reuter, H., Middelhoff, U., Glemnitz, M., Wurbs, A., Schmidt, G., Schröder, W., Windhorst, W. ",2011,10.67452,53.87327,,936-941,10.1016/j.ecolind.2009.03.002,11,4,Ecological Indicators 
